wkt_geom,name,Number,Substation Longitude,Substation Latitude
PointZ (-98.41159799999999791 29.53118314917509935 0),SAN ANTONIO 13 0,6220,-98.411598,29.53118315
PointZ (-98.23142500000000155 28.85599806792680155 0),FALLS CITY 0,6221,-98.231425,28.85599807
PointZ (-97.79309999999999548 30.20124373498559933 0),AUSTIN 27 0,6222,-97.7931,30.20124373
PointZ (-97.7887800000000027 30.20062146414899829 0),AUSTIN 27 1,6223,-97.78878,30.20062146
PointZ (-97.7574639999999988 30.39830695586670117 0),AUSTIN 23 0,6224,-97.757464,30.39830696
PointZ (-98.49005300000000318 29.45834206339180028 0),SAN ANTONIO 27 0,6225,-98.490053,29.45834206
PointZ (-98.55754799999999705 30.17357777579830014 0),BLANCO 0,6226,-98.557548,30.17357778
PointZ (-97.76148100000000341 30.23743379515180152 0),AUSTIN 24 0,6227,-97.761481,30.2374338
PointZ (-97.96184399999999926 29.87704050282319912 0),SAN MARCOS 0,6228,-97.961844,29.8770405
PointZ (-97.95752400000000648 29.87579187840270123 0),SAN MARCOS 1,6229,-97.957524,29.87579188
PointZ (-97.96184399999999926 29.8732945781491992 0),SAN MARCOS 2,6230,-97.961844,29.87329458
PointZ (-97.83441200000000038 30.07415259653430084 0),BUDA 0,6231,-97.834412,30.0741526
PointZ (-97.60371200000000158 30.14662679488380093 0),DEL VALLE 0,6232,-97.603712,30.14662679
PointZ (-97.6141669999999948 30.2933689521826004 0),AUSTIN 4 0,6233,-97.614167,30.29336895
PointZ (-98.72635400000000061 29.39712532185879823 0),SAN ANTONIO 50 0,6234,-98.726354,29.39712532
PointZ (-98.72203399999999363 29.39649802938220091 0),SAN ANTONIO 50 1,6235,-98.722034,29.39649803
PointZ (-98.72635400000000061 29.39085221617190058 0),SAN ANTONIO 50 2,6236,-98.726354,29.39085222
PointZ (-97.11168999999999585 31.01003344875550027 0),BURLINGTON 0,6237,-97.11169,31.01003345
PointZ (-97.71048199999999895 30.22612031102019969 0),AUSTIN 13 0,6238,-97.710482,30.22612031
PointZ (-98.37529999999999575 29.2466490241690984 0),ELMENDORF 0,6239,-98.3753,29.24664902
PointZ (-98.36809999999999832 29.25230281702519974 0),ELMENDORF 1,6240,-98.3681,29.25230282
PointZ (-98.36809999999999832 29.24727722971289978 0),ELMENDORF 2,6241,-98.3681,29.24727723
PointZ (-98.37745999999999924 29.24847082632469863 0),ELMENDORF 3,6242,-98.37746,29.24847083
PointZ (-98.37745999999999924 29.24721440558190011 0),ELMENDORF 4,6243,-98.37746,29.24721441
PointZ (-98.37745999999999924 29.24595796941110137 0),ELMENDORF 5,6244,-98.37746,29.24595797
PointZ (-98.37745999999999924 29.24470151781250138 0),ELMENDORF 6,6245,-98.37746,29.24470152
PointZ (-98.37745999999999924 29.24344505078680001 0),ELMENDORF 7,6246,-98.37746,29.24344505
PointZ (-98.37745999999999924 29.2421885683341003 0),ELMENDORF 8,6247,-98.37746,29.24218857
PointZ (-98.37745999999999924 29.24093207045499909 0),ELMENDORF 9,6248,-98.37746,29.24093207
PointZ (-98.37745999999999924 29.23967555714979838 0),ELMENDORF 10,6249,-98.37746,29.23967556
PointZ (-98.35936100000000692 29.51487768798660127 0),SAN ANTONIO 6 0,6250,-98.359361,29.51487769
PointZ (-98.22463100000000225 29.96739661447530167 0),CANYON LAKE 0,6251,-98.224631,29.96739661
PointZ (-98.35056899999999303 30.39294562940689914 0),JOHNSON CITY 0,6252,-98.350569,30.39294563
PointZ (-97.4195619999999991 28.84669808093159915 0),YORKTOWN 0,6253,-97.419562,28.84669808
PointZ (-97.60569999999999879 30.20357765103669934 0),AUSTIN 2 0,6254,-97.6057,30.20357765
PointZ (-97.59850000000000136 30.2054443956817984 0),AUSTIN 2 1,6255,-97.5985,30.2054444
PointZ (-97.59850000000000136 30.20046632228149974 0),AUSTIN 2 2,6256,-97.5985,30.20046632
PointZ (-97.60786000000000229 30.20413767308230035 0),AUSTIN 2 3,6257,-97.60786,30.20413767
PointZ (-97.60786000000000229 30.20289316181279915 0),AUSTIN 2 4,6258,-97.60786,30.20289316
PointZ (-97.60786000000000229 30.20164863480830064 0),AUSTIN 2 5,6259,-97.60786,30.20164863
PointZ (-97.60786000000000229 30.20040409206929866 0),AUSTIN 2 6,6260,-97.60786,30.20040409
PointZ (-98.61513399999999763 29.38751896636680172 0),LACKLAND A F B 0,6261,-98.615134,29.38751897
PointZ (-97.93782600000000116 30.68592666029639915 0),LIBERTY HILL 0,6262,-97.937826,30.68592666
PointZ (-97.88415799999999933 28.7223619132352006 0),KENEDY 0,6263,-97.884158,28.72236191
PointZ (-97.87335799999999608 28.72394042407150039 0),KENEDY 1,6264,-97.873358,28.72394042
PointZ (-97.31663600000000258 29.1061262896335009 0),CUERO 1 0,6265,-97.316636,29.10612629
PointZ (-97.3220359999999971 29.11540475042729881 0),CUERO 1 1,6266,-97.322036,29.11540475
PointZ (-97.3220359999999971 29.11225959319110146 0),CUERO 1 2,6267,-97.322036,29.11225959
PointZ (-97.3220359999999971 29.1091143398090999 0),CUERO 1 3,6268,-97.322036,29.10911434
PointZ (-97.3220359999999971 29.10596899028740125 0),CUERO 1 4,6269,-97.322036,29.10596899
PointZ (-97.3220359999999971 29.10282354463259935 0),CUERO 1 5,6270,-97.322036,29.10282354
PointZ (-97.3220359999999971 29.09967800285140171 0),CUERO 1 6,6271,-97.322036,29.099678
PointZ (-97.3220359999999971 29.09653236495019968 0),CUERO 1 7,6272,-97.322036,29.09653236
PointZ (-97.3220359999999971 29.09338663093580024 0),CUERO 1 8,6273,-97.322036,29.09338663
PointZ (-97.3220359999999971 29.09024080081439934 0),CUERO 1 9,6274,-97.322036,29.0902408
PointZ (-98.46080100000000357 29.39138480861360136 0),SAN ANTONIO 20 0,6275,-98.460801,29.39138481
PointZ (-98.61884200000000078 29.24014552594540106 0),VON ORMY 0,6276,-98.618842,29.24014553
PointZ (-97.80297600000000102 29.90101311676249907 0),KYLE 0,6277,-97.802976,29.90101312
PointZ (-97.79865599999999404 29.90038895662380014 0),KYLE 1,6278,-97.798656,29.90038896
PointZ (-97.92627799999999638 29.53180756706679944 0),SEGUIN 2 0,6279,-97.926278,29.53180757
PointZ (-97.91547799999999313 29.53337370005780116 0),SEGUIN 2 1,6280,-97.915478,29.5333737
PointZ (-98.27389900000000011 29.52220996038440148 0),UNIVERSAL CITY 0,6281,-98.273899,29.52220996
PointZ (-98.1090549999999979 30.42631901888550061 0),SPICEWOOD 0,6282,-98.109055,30.42631902
PointZ (-98.20151599999999803 29.43282764398319884 0),SAINT HEDWIG 0,6283,-98.201516,29.43282764
PointZ (-98.44027400000000227 29.33959734629220151 0),SAN ANTONIO 16 0,6284,-98.440274,29.33959735
PointZ (-98.70195499999999811 29.85547040610200042 0),BOERNE 2 0,6285,-98.701955,29.85547041
PointZ (-98.69763500000000533 29.85422151172430105 0),BOERNE 2 1,6286,-98.697635,29.85422151
PointZ (-98.52162300000000528 29.41738679514930155 0),SAN ANTONIO 32 0,6287,-98.521623,29.4173868
PointZ (-98.51730299999999829 29.41738679514930155 0),SAN ANTONIO 32 1,6288,-98.517303,29.4173868
PointZ (-97.76453600000000677 30.34326516821160169 0),AUSTIN 26 0,6289,-97.764536,30.34326517
PointZ (-97.74471200000000692 30.48741550512919929 0),AUSTIN 21 0,6290,-97.744712,30.48741551
PointZ (-98.62044799999999611 29.61909190281640036 0),SAN ANTONIO 44 0,6291,-98.620448,29.6190919
PointZ (-97.54279999999999973 30.13957360845829925 0),CEDAR CREEK 1 0,6292,-97.5428,30.13957361
PointZ (-97.5356000000000023 30.14206421042090156 0),CEDAR CREEK 1 1,6293,-97.5356,30.14206421
PointZ (-97.5356000000000023 30.13770560897589945 0),CEDAR CREEK 1 2,6294,-97.5356,30.13770561
PointZ (-97.54496000000000322 30.13888867457700016 0),CEDAR CREEK 1 3,6295,-97.54496,30.13888867
PointZ (-97.54496000000000322 30.13764333912699911 0),CEDAR CREEK 1 4,6296,-97.54496,30.13764334
PointZ (-97.54496000000000322 30.13639798796249991 0),CEDAR CREEK 1 5,6297,-97.54496,30.13639799
PointZ (-98.01560000000000628 29.73032275974869876 0),NEW BRAUNFELS 1 0,6298,-98.0156,29.73032276
PointZ (-98.00839999999999463 29.73344883443749964 0),NEW BRAUNFELS 1 1,6299,-98.0084,29.73344883
PointZ (-98.00839999999999463 29.73032275296279892 0),NEW BRAUNFELS 1 2,6300,-98.0084,29.73032275
PointZ (-98.01775999999999556 29.73151067451599872 0),NEW BRAUNFELS 1 3,6301,-98.01776,29.73151067
PointZ (-98.01775999999999556 29.73026022991000161 0),NEW BRAUNFELS 1 4,6302,-98.01776,29.73026023
PointZ (-98.01775999999999556 29.72900976971839881 0),NEW BRAUNFELS 1 5,6303,-98.01776,29.72900977
PointZ (-98.01775999999999556 29.72775929394200034 0),NEW BRAUNFELS 1 6,6304,-98.01776,29.72775929
PointZ (-98.01775999999999556 29.72650880258110107 0),NEW BRAUNFELS 1 7,6305,-98.01776,29.7265088
PointZ (-97.7006939999999986 30.32808927343139871 0),AUSTIN 11 0,6306,-97.700694,30.32808927
PointZ (-98.56733800000000656 29.41674290381849843 0),SAN ANTONIO 39 0,6307,-98.567338,29.4167429
PointZ (-99.13033400000000483 29.41640007819399827 0),HONDO 0,6308,-99.130334,29.41640008
PointZ (-99.11953400000000158 29.4179679951316011 0),HONDO 1,6309,-99.119534,29.417968
PointZ (-98.34448299999999676 29.46975919634639851 0),SAN ANTONIO 4 0,6310,-98.344483,29.4697592
PointZ (-96.67753700000000094 29.79562328293519968 0),NEW ULM 0,6311,-96.677537,29.79562328
PointZ (-98.3837610000000069 29.43849886547259942 0),SAN ANTONIO 8 0,6312,-98.383761,29.43849887
PointZ (-97.88115100000000268 30.31543124285029833 0),AUSTIN 33 0,6313,-97.881151,30.31543124
PointZ (-98.4496249999999975 29.76571604170809948 0),BULVERDE 0,6314,-98.449625,29.76571604
PointZ (-97.7988990000000058 30.8325218271212016 0),GEORGETOWN 3 0,6315,-97.798899,30.83252183
PointZ (-97.78809900000000255 30.8325218271212016 0),GEORGETOWN 3 1,6316,-97.788099,30.83252183
PointZ (-97.7988990000000058 30.82324775272889994 0),GEORGETOWN 3 2,6317,-97.798899,30.82324775
PointZ (-97.78809900000000255 30.82324775272889994 0),GEORGETOWN 3 3,6318,-97.788099,30.82324775
PointZ (-97.7988990000000058 30.8139727825709997 0),GEORGETOWN 3 4,6319,-97.798899,30.81397278
PointZ (-98.39071400000000267 29.41250639143009948 0),SAN ANTONIO 9 0,6320,-98.390714,29.41250639
PointZ (-98.06960599999999317 29.06400640017260173 0),FLORESVILLE 0,6321,-98.069606,29.0640064
PointZ (-98.05880600000000413 29.06243305138750088 0),FLORESVILLE 1,6322,-98.058806,29.06243305
PointZ (-98.5014280000000042 29.3993859065098988 0),SAN ANTONIO 29 0,6323,-98.501428,29.39938591
PointZ (-98.36828900000000431 29.34929188363719987 0),SAN ANTONIO 7 0,6324,-98.368289,29.34929188
PointZ (-97.1398980000000023 30.84338087646809967 0),BUCKHOLTS 0,6325,-97.139898,30.84338088
PointZ (-96.42911399999999844 30.46199222139809848 0),SOMERVILLE 0,6326,-96.429114,30.46199222
PointZ (-96.64346700000000112 29.47765570145789837 0),WEIMAR 0,6327,-96.643467,29.4776557
PointZ (-98.89570600000000411 29.96295588236120011 0),COMFORT 0,6328,-98.895706,29.96295588
PointZ (-97.62362299999999493 28.90468384625669884 0),NORDHEIM 0,6329,-97.623623,28.90468385
PointZ (-97.6806749999999937 30.17944124530770011 0),AUSTIN 9 0,6330,-97.680675,30.17944125
PointZ (-97.75174400000000219 30.45281010189430049 0),AUSTIN 22 0,6331,-97.751744,30.4528101
PointZ (-98.74316399999999305 29.60615808348829958 0),HELOTES 0,6332,-98.743164,29.60615808
PointZ (-98.66031599999999457 29.50031977899519831 0),SAN ANTONIO 47 0,6333,-98.660316,29.50031978
PointZ (-98.6559960000000018 29.49906646526229892 0),SAN ANTONIO 47 1,6334,-98.655996,29.49906647
PointZ (-98.66031599999999457 29.49718646104649977 0),SAN ANTONIO 47 2,6335,-98.660316,29.49718646
PointZ (-99.08617099999999311 29.6978410217493014 0),BANDERA 0,6336,-99.086171,29.69784102
PointZ (-98.51942999999999984 29.51076185729380086 0),SAN ANTONIO 30 0,6337,-98.51943,29.51076186
PointZ (-96.821550000000002 30.68955030484369928 0),ROCKDALE 2 0,6338,-96.82155,30.6895503
PointZ (-97.49150400000000616 30.09036025431230144 0),CEDAR CREEK 2 0,6339,-97.491504,30.09036025
PointZ (-97.72683399999999665 29.41794224478699959 0),NIXON 0,6340,-97.726834,29.41794224
PointZ (-96.24944200000000194 30.11140095945449957 0),CHAPPELL HILL 0,6341,-96.249442,30.11140096
PointZ (-97.64288600000000429 30.49864514239790125 0),ROUND ROCK 3 0,6342,-97.642886,30.49864514
PointZ (-97.6385659999999973 30.49678398305070104 0),ROUND ROCK 3 1,6343,-97.638566,30.49678398
PointZ (-97.64288600000000429 30.4949227836066008 0),ROUND ROCK 3 2,6344,-97.642886,30.49492278
PointZ (-97.71109599999999773 30.29182811090819882 0),AUSTIN 14 0,6345,-97.711096,30.29182811
PointZ (-98.47821000000000424 29.06677115760439989 0),LEMING 0,6346,-98.47821,29.06677116
PointZ (-97.8382660000000044 30.39051947542440146 0),AUSTIN 1 0,6349,-97.838266,30.39051948
PointZ (-97.83394599999999741 30.39300371982420046 0),AUSTIN 1 1,6350,-97.833946,30.39300372
PointZ (-97.83394599999999741 30.38803515886450057 0),AUSTIN 1 2,6351,-97.833946,30.38803516
PointZ (-98.49382599999999854 29.62971613595389897 0),SAN ANTONIO 28 0,6352,-98.493826,29.62971614
PointZ (-97.64199000000000694 30.53777497856129841 0),ROUND ROCK 2 0,6353,-97.64199,30.53777498
PointZ (-97.72129800000000444 30.5300138299699988 0),ROUND ROCK 4 0,6354,-97.721298,30.53001383
PointZ (-97.71697799999999745 30.53063400835339891 0),ROUND ROCK 4 1,6355,-97.716978,30.53063401
PointZ (-98.52528900000000078 29.46339806881140078 0),SAN ANTONIO 34 0,6356,-98.525289,29.46339807
PointZ (-99.15988799999999515 29.12640311992869968 0),DEVINE 0,6357,-99.159888,29.12640312
PointZ (-97.61459499999999423 30.65478641596369869 0),GEORGETOWN 1 0,6358,-97.614595,30.65478642
PointZ (-98.27222500000000593 30.79144086034130012 0),BURNET 0,6359,-98.272225,30.79144086
PointZ (-98.26142500000000268 30.79144086034130012 0),BURNET 1,6360,-98.261425,30.79144086
PointZ (-96.88062299999999993 28.82801209869209913 0),INEZ 0,7001,-96.880623,28.8280121
PointZ (-95.16927900000000307 29.71724660213140012 0),PASADENA 2 0,7002,-95.169279,29.7172466
PointZ (-95.16207900000000564 29.71974779557499957 0),PASADENA 2 1,7003,-95.162079,29.7197478
PointZ (-95.16207900000000564 29.70974263655499925 0),PASADENA 2 2,7004,-95.162079,29.70974264
PointZ (-95.17143900000000656 29.71780936873780021 0),PASADENA 2 3,7005,-95.171439,29.71780937
PointZ (-95.17143900000000656 29.71655875339340014 0),PASADENA 2 4,7006,-95.171439,29.71655875
PointZ (-95.17143900000000656 29.71530812246789921 0),PASADENA 2 5,7007,-95.171439,29.71530812
PointZ (-95.17143900000000656 29.71405747596190139 0),PASADENA 2 6,7008,-95.171439,29.71405748
PointZ (-95.17143900000000656 29.71280681387570155 0),PASADENA 2 7,7009,-95.171439,29.71280681
PointZ (-95.98689299999999491 30.08247296336480048 0),PRAIRIE VIEW 0,7010,-95.986893,30.08247296
PointZ (-95.30879699999999843 30.28210952400990053 0),CONROE 1 0,7011,-95.308797,30.28210952
PointZ (-95.94866000000000383 29.68385298113890158 0),SIMONTON 0,7012,-95.94866,29.68385298
PointZ (-95.56923500000000615 29.97530424552009976 0),HOUSTON 80 0,7013,-95.569235,29.97530425
PointZ (-95.25029999999999575 29.80517733458560059 0),HOUSTON 1 0,7014,-95.2503,29.80517733
PointZ (-95.25245999999999924 29.8026157857728009 0),HOUSTON 1 1,7015,-95.25246,29.80261579
PointZ (-95.14543999999999357 29.82480807027850034 0),HOUSTON 9 0,7016,-95.14544,29.82480807
PointZ (-95.51936399999999594 29.80839642584859916 0),HOUSTON 73 0,7017,-95.519364,29.80839643
PointZ (-97.11700000000000443 28.87421108855529894 0),NURSERY 0,7018,-97.117,28.87421109
PointZ (-97.09900000000000375 28.88524407545909867 0),NURSERY 1,7019,-97.099,28.88524408
PointZ (-97.09900000000000375 28.87578728417659946 0),NURSERY 2,7020,-97.099,28.87578728
PointZ (-97.12239999999999895 28.87405344173140165 0),NURSERY 3,7021,-97.1224,28.87405344
PointZ (-97.12239999999999895 28.87090093405380031 0),NURSERY 4,7022,-97.1224,28.87090093
PointZ (-97.12239999999999895 28.86774833073529933 0),NURSERY 5,7023,-97.1224,28.86774833
PointZ (-97.12239999999999895 28.86459563178249965 0),NURSERY 6,7024,-97.1224,28.86459563
PointZ (-97.12239999999999895 28.86144283720199866 0),NURSERY 7,7025,-97.1224,28.86144284
PointZ (-94.98364700000000482 29.50152234260109907 0),BACLIFF 0,7026,-94.983647,29.50152234
PointZ (-95.35277700000000323 30.09478768779129965 0),SPRING 1 0,7027,-95.352777,30.09478769
PointZ (-95.5175830000000019 29.64676145018669828 0),HOUSTON 72 0,7028,-95.517583,29.64676145
PointZ (-96.81529999999999347 28.55330967572140111 0),PORT LAVACA 0,7029,-96.8153,28.55330968
PointZ (-96.797300000000007 28.56279565709980162 0),PORT LAVACA 1,7030,-96.7973,28.56279566
PointZ (-96.82070000000000221 28.55315155019980011 0),PORT LAVACA 2,7031,-96.8207,28.55315155
PointZ (-96.82070000000000221 28.54998935599810039 0),PORT LAVACA 3,7032,-96.8207,28.54998936
PointZ (-96.82070000000000221 28.54682706683760074 0),PORT LAVACA 4,7033,-96.8207,28.54682707
PointZ (-96.82070000000000221 28.54366468272510104 0),PORT LAVACA 5,7034,-96.8207,28.54366468
PointZ (-95.4342280000000045 30.30240209409739904 0),CONROE 5 0,7035,-95.434228,30.30240209
PointZ (-95.42990799999999751 30.30302372056859994 0),CONROE 5 1,7036,-95.429908,30.30302372
PointZ (-95.70376899999999409 29.66625032403860018 0),SUGAR LAND 3 0,7037,-95.703769,29.66625032
PointZ (-95.69944900000000132 29.66437343578969887 0),SUGAR LAND 3 1,7038,-95.699449,29.66437344
PointZ (-95.70376899999999409 29.66124520409779919 0),SUGAR LAND 3 2,7039,-95.703769,29.6612452
PointZ (-94.91767400000000521 30.0500735354482984 0),DAYTON 0,7040,-94.917674,30.05007354
PointZ (-94.91335399999999822 30.0500735354482984 0),DAYTON 1,7041,-94.913354,30.05007354
PointZ (-96.99200000000000443 28.77567901521430116 0),VICTORIA 2 0,7042,-96.992,28.77567902
PointZ (-96.97400000000000375 28.77883440173290097 0),VICTORIA 2 1,7043,-96.974,28.7788344
PointZ (-96.97400000000000375 28.76936793874060072 0),VICTORIA 2 2,7044,-96.974,28.76936794
PointZ (-96.99739999999999895 28.77394349910450089 0),VICTORIA 2 3,7045,-96.9974,28.7739435
PointZ (-96.99739999999999895 28.77078795894900054 0),VICTORIA 2 4,7046,-96.9974,28.77078796
PointZ (-95.72943600000000686 29.83381359346629935 0),KATY 1 0,7047,-95.729436,29.83381359
PointZ (-95.72511599999999987 29.83318901279740132 0),KATY 1 1,7048,-95.725116,29.83318901
PointZ (-95.72943600000000686 29.82881683201150125 0),KATY 1 2,7049,-95.729436,29.82881683
PointZ (-95.74566000000000088 30.15189902782420006 0),MAGNOLIA 2 0,7050,-95.74566,30.15189903
PointZ (-95.33780899999999292 29.85778029421300062 0),HOUSTON 29 0,7051,-95.337809,29.85778029
PointZ (-95.51194900000000132 29.59354740263430017 0),MISSOURI CITY 1 0,7052,-95.511949,29.5935474
PointZ (-95.67658600000000035 29.4764101803895997 0),RICHMOND 1 0,7053,-95.676586,29.47641018
PointZ (-95.17699500000000512 29.90225003823769967 0),HOUSTON 11 0,7054,-95.176995,29.90225004
PointZ (-95.36015199999999936 29.71738961282269997 0),HOUSTON 33 0,7055,-95.360152,29.71738961
PointZ (-95.54389100000000212 30.19000640220360054 0),SPRING 8 0,7056,-95.543891,30.1900064
PointZ (-95.53957099999999514 30.1912510741241995 0),SPRING 8 1,7057,-95.539571,30.19125107
PointZ (-96.52370000000000516 28.67117116575409952 0),POINT COMFORT 2 0,7058,-96.5237,28.67117117
PointZ (-96.50570000000000448 28.68222564728209889 0),POINT COMFORT 2 1,7059,-96.5057,28.68222565
PointZ (-96.50570000000000448 28.67432969094170048 0),POINT COMFORT 2 2,7060,-96.5057,28.67432969
PointZ (-96.52909999999999968 28.67417176465840001 0),POINT COMFORT 2 3,7061,-96.5291,28.67417176
PointZ (-96.52909999999999968 28.67101321185520035 0),POINT COMFORT 2 4,7062,-96.5291,28.67101321
PointZ (-96.52909999999999968 28.66785456383439978 0),POINT COMFORT 2 5,7063,-96.5291,28.66785456
PointZ (-96.52909999999999968 28.66469582060290122 0),POINT COMFORT 2 6,7064,-96.5291,28.66469582
PointZ (-96.52909999999999968 28.66153698216750101 0),POINT COMFORT 2 7,7065,-96.5291,28.66153698
PointZ (-96.52909999999999968 28.65837804853489956 0),POINT COMFORT 2 8,7066,-96.5291,28.65837805
PointZ (-95.33758199999999761 29.90680223788439918 0),HOUSTON 28 0,7067,-95.337582,29.90680224
PointZ (-96.26978499999999883 29.20447234797000036 0),EL CAMPO 0,7068,-96.269785,29.20447235
PointZ (-96.25898499999999558 29.20290114758169864 0),EL CAMPO 1,7069,-96.258985,29.20290115
PointZ (-95.1875919999999951 29.61435755122570157 0),HOUSTON 12 0,7070,-95.187592,29.61435755
PointZ (-96.48278799999999933 28.43514738022970079 0),PORT O CONNOR 0,7071,-96.482788,28.43514738
